O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT,Cust_name,Mrkt_segment
41863,286,O,105074.81,1/7/1996,1-URGENT,Clerk#000000938,0,"ironic, unusual instructions wake express accounts. blithe",Customer#000000286,HOUSEHOLD
41888,1312,F,217920.17,3/1/1994,5-LOW,Clerk#000000272,0,fluffily even requests are blithely. furiously clo,Customer#000001312,BUILDING
41889,812,F,258897.46,9/12/1994,5-LOW,Clerk#000000998,0,furiously even theodolites are above the re,Customer#000000812,BUILDING
41890,740,F,190647.36,12/26/1992,3-MEDIUM,Clerk#000000125,0,"ironic, special accounts unwind quickly according to t",Customer#000000740,BUILDING
41891,655,O,249581.65,5/23/1995,2-HIGH,Clerk#000000848,0,requests integrate,Customer#000000655,FURNITURE
41892,14,O,226644.4,7/21/1996,1-URGENT,Clerk#000000378,0,"quiet, bold requests wake blithely unusual orbits. silent packages hang sly",Customer#000000014,FURNITURE
41893,439,O,80080.92,4/5/1996,1-URGENT,Clerk#000000567,0,dogged platelets after th,Customer#000000439,BUILDING
41894,1057,O,39698.9,7/4/1998,3-MEDIUM,Clerk#000000947,0,blithely even instructions sleep quickly. pint,Customer#000001057,AUTOMOBILE
41895,910,F,86944.66,1/11/1995,1-URGENT,Clerk#000000303,0,"ironic, pending pinto b",Customer#000000910,BUILDING
41920,287,O,91325.27,7/16/1998,2-HIGH,Clerk#000000286,0,furiously ironic accounts,Customer#000000287,MACHINERY
41921,1070,F,113515.74,2/24/1992,3-MEDIUM,Clerk#000000386,0,carefully enticing packages doubt! blithely pending asymptotes nag,Customer#000001070,FURNITURE
41922,1324,F,153818.92,10/1/1993,3-MEDIUM,Clerk#000000234,0,furiously regular dolphins after the braids,Customer#000001324,AUTOMOBILE
41923,962,O,194384.43,7/22/1996,4-NOT SPECIFIED,Clerk#000000751,0,fluffily special deposits are care,Customer#000000962,BUILDING
41924,685,O,73963.72,5/26/1995,5-LOW,Clerk#000000449,0,quickly regular accounts use quickly carefully i,Customer#000000685,MACHINERY
41925,1394,O,43424.03,2/24/1997,1-URGENT,Clerk#000000259,0,slyly regular deposits cajole furiously. accoun,Customer#000001394,MACHINERY
41926,67,F,187187.43,2/6/1995,2-HIGH,Clerk#000000672,0,furiously final requests abo,Customer#000000067,MACHINERY
41927,251,F,42496.72,7/14/1992,4-NOT SPECIFIED,Clerk#000000790,0,"special, ironic ideas about the ironic deposits bo",Customer#000000251,HOUSEHOLD
41952,1361,F,193533.08,7/30/1993,5-LOW,Clerk#000000220,0,silent packages boost carefully. slyly regular p,Customer#000001361,HOUSEHOLD
41953,712,O,43242.72,9/6/1997,4-NOT SPECIFIED,Clerk#000000860,0,blithely special instructions at the slyly regular deposits bo,Customer#000000712,BUILDING
41954,205,O,95590.5,5/6/1996,2-HIGH,Clerk#000000623,0,furiously regular foxes ma,Customer#000000205,BUILDING
41955,121,P,296787.08,4/2/1995,4-NOT SPECIFIED,Clerk#000000744,0,slyly unusual deposits according to the packages,Customer#000000121,BUILDING
41956,1339,O,169333.77,12/13/1995,3-MEDIUM,Clerk#000000710,0,blithely ironic packages promise carefully among the slyly bold,Customer#000001339,MACHINERY
41957,878,O,253592.57,12/28/1997,3-MEDIUM,Clerk#000000995,0,regular platelets hinder blithely a,Customer#000000878,FURNITURE
41958,1258,O,248777.88,5/25/1997,4-NOT SPECIFIED,Clerk#000000889,0,even frets wake quickly across the slyly unusual packages. eve,Customer#000001258,AUTOMOBILE
41959,479,F,113460.41,4/29/1993,1-URGENT,Clerk#000000761,0,blithely even multipliers are slyly permanently regular orbits-- ca,Customer#000000479,AUTOMOBILE
41984,202,O,188020.58,1/31/1997,2-HIGH,Clerk#000000372,0,fluffily regular sentiments cajole slyly after the slyly final de,Customer#000000202,AUTOMOBILE
41985,73,O,186193.73,7/12/1996,4-NOT SPECIFIED,Clerk#000000541,0,requests unwind. quietly regular accounts eat blithely expres,Customer#000000073,BUILDING
41986,826,F,101202.18,2/14/1993,2-HIGH,Clerk#000000026,0,pending attainments,Customer#000000826,BUILDING
41987,505,O,136076.39,10/22/1995,4-NOT SPECIFIED,Clerk#000000085,0,quickly silent ideas along the fluffily permanent accoun,Customer#000000505,HOUSEHOLD
41988,1210,F,311540.69,2/5/1994,5-LOW,Clerk#000000291,0,slyly unusual gifts,Customer#000001210,AUTOMOBILE
41989,358,F,63076.2,4/10/1993,2-HIGH,Clerk#000000991,0,final requests nod blithely fluffily regular ideas. blit,Customer#000000358,MACHINERY
41990,295,O,220305.51,6/8/1997,1-URGENT,Clerk#000000353,0,slyly special instru,Customer#000000295,HOUSEHOLD
41991,361,O,232000.93,12/19/1995,5-LOW,Clerk#000000637,0,depths haggle quickly. ironically regular dolphins use blithely carefully re,Customer#000000361,BUILDING
42016,1195,F,192314.5,7/19/1993,3-MEDIUM,Clerk#000000996,0,regular accounts detect,Customer#000001195,FURNITURE
42017,494,P,112425.74,6/1/1995,2-HIGH,Clerk#000000020,0,blithely final packages haggle along the accounts. bold d,Customer#000000494,FURNITURE
42018,1367,O,114610.01,9/25/1996,3-MEDIUM,Clerk#000000674,0,slyly regular asymptotes above,Customer#000001367,HOUSEHOLD
42019,449,O,51485.13,5/29/1997,2-HIGH,Clerk#000000198,0,ironic packages are furiously. ir,Customer#000000449,MACHINERY
42020,1249,O,106416.69,3/21/1995,3-MEDIUM,Clerk#000000761,0,fluffily ironic accoun,Customer#000001249,BUILDING
42021,883,O,213812.97,6/14/1996,4-NOT SPECIFIED,Clerk#000000387,0,"regular, final requests haggle carefully. furio",Customer#000000883,FURNITURE
42022,980,F,68468.25,9/25/1994,3-MEDIUM,Clerk#000000141,0,instructions use. carefully express accounts along the sometim,Customer#000000980,AUTOMOBILE
42023,706,F,143353.69,9/21/1992,2-HIGH,Clerk#000000800,0,carefully special requests nag. blith,Customer#000000706,AUTOMOBILE
42048,1025,O,235749.84,10/10/1995,5-LOW,Clerk#000000439,0,furiously even ideas was blithel,Customer#000001025,AUTOMOBILE
42049,563,O,66879.08,8/10/1997,4-NOT SPECIFIED,Clerk#000000984,0,blithely final ideas haggle blithely around the carefully express d,Customer#000000563,FURNITURE
42050,1346,F,40058.3,3/31/1995,5-LOW,Clerk#000000019,0,furiously express excuses cajole,Customer#000001346,FURNITURE
42051,1148,F,99835.58,10/5/1992,4-NOT SPECIFIED,Clerk#000000629,0,blithely final packages cajole busy excuses. excuses sleep doggedly furiously,Customer#000001148,AUTOMOBILE
42052,259,O,174987.78,7/4/1995,1-URGENT,Clerk#000000831,0,slyly silent warhorses sleep. carefully even pinto beans haggle carefully. ir,Customer#000000259,HOUSEHOLD
42053,400,O,205935.74,6/28/1997,4-NOT SPECIFIED,Clerk#000000737,0,regular accounts doze. carefully special warh,Customer#000000400,BUILDING
42054,13,F,191967,9/15/1992,3-MEDIUM,Clerk#000000631,0,regular platelets are furiously co,Customer#000000013,BUILDING
42055,700,O,136932.94,1/18/1996,3-MEDIUM,Clerk#000000760,0,"regular, bold requests haggle slyly quiet patterns. carefull",Customer#000000700,MACHINERY
42080,599,O,71963.4,7/25/1996,5-LOW,Clerk#000000257,0,slyly silent ideas are slyly. blithely reg,Customer#000000599,HOUSEHOLD
42081,1027,F,261637.34,1/11/1995,5-LOW,Clerk#000000122,0,deposits nag. furiously fin,Customer#000001027,BUILDING
42082,1324,O,246125.84,12/19/1995,1-URGENT,Clerk#000000207,0,slyly regular request,Customer#000001324,AUTOMOBILE
42083,175,O,145290.24,12/12/1995,1-URGENT,Clerk#000000549,0,theodolites around the slyly regular accounts run quickly carefully,Customer#000000175,FURNITURE
42084,724,O,296643.86,2/15/1997,2-HIGH,Clerk#000000020,0,final requests haggle blithely final ideas. regular deposits,Customer#000000724,AUTOMOBILE
42085,418,O,155819.91,6/27/1998,5-LOW,Clerk#000000290,0,"special accounts are. final, regular pac",Customer#000000418,FURNITURE
42086,1303,F,11155.72,7/23/1993,2-HIGH,Clerk#000000195,0,slyly silent dependencies sleep quick,Customer#000001303,MACHINERY
42087,433,O,177171.3,4/8/1997,4-NOT SPECIFIED,Clerk#000000470,0,carefully express requests above the furious,Customer#000000433,FURNITURE
42112,649,F,151382.96,12/25/1993,4-NOT SPECIFIED,Clerk#000000522,0,furiously silent courts detect furiously a,Customer#000000649,BUILDING
42113,748,F,24584.71,2/21/1994,5-LOW,Clerk#000000902,0,"slyly pending accounts cajole slyly regular, regular packages. re",Customer#000000748,AUTOMOBILE
42114,362,O,47587.21,2/16/1997,4-NOT SPECIFIED,Clerk#000000423,0,final asymptotes unwind furiously along the ironic deposits! slyly even req,Customer#000000362,AUTOMOBILE
42115,323,F,205717.74,2/19/1992,1-URGENT,Clerk#000000867,0,fluffily ironic Tiresias about the furious,Customer#000000323,AUTOMOBILE
42116,587,O,121962.31,9/3/1996,2-HIGH,Clerk#000000031,0,requests sleep carefully across t,Customer#000000587,AUTOMOBILE
42117,442,F,156893.29,2/19/1995,2-HIGH,Clerk#000000846,0,"bold accounts sleep express, ironic",Customer#000000442,FURNITURE
42118,1324,O,205348.87,7/20/1996,2-HIGH,Clerk#000000930,0,furiously pending foxes sleep,Customer#000001324,AUTOMOBILE
42119,838,O,146508.87,2/14/1998,2-HIGH,Clerk#000000019,0,busily brave packages doubt quickly,Customer#000000838,AUTOMOBILE
42144,208,F,179959.65,11/13/1994,3-MEDIUM,Clerk#000000787,0,express requests may are after the daringl,Customer#000000208,MACHINERY
42145,679,O,152689.31,11/18/1997,1-URGENT,Clerk#000000867,0,furiously regular instructions are carefully final accounts. r,Customer#000000679,AUTOMOBILE
42146,734,O,80141.06,1/28/1998,3-MEDIUM,Clerk#000000299,0,ironic packages wake furiously. furiously regular asymptotes,Customer#000000734,AUTOMOBILE
42147,278,O,211785.09,6/14/1997,1-URGENT,Clerk#000000243,0,carefully express decoys use doggedly silent dependencies. stealthy dep,Customer#000000278,BUILDING
42148,317,O,226163.07,10/21/1995,1-URGENT,Clerk#000000650,0,dependencies nag slyly regular deposits. blithely ironic instructi,Customer#000000317,HOUSEHOLD
42149,1123,O,40570.19,4/8/1996,2-HIGH,Clerk#000000517,0,deposits affix carefully: final accounts haggle sl,Customer#000001123,MACHINERY
42150,1022,O,221151.68,12/19/1997,5-LOW,Clerk#000000129,0,ironic deposits sleep quickly eve,Customer#000001022,AUTOMOBILE
42151,640,F,60195.65,12/16/1993,2-HIGH,Clerk#000000457,0,blithely unusual dolphins wak,Customer#000000640,HOUSEHOLD
42176,340,O,268730.83,1/26/1998,3-MEDIUM,Clerk#000000526,0,final accounts above the fluffily spe,Customer#000000340,BUILDING
42177,694,F,121439.49,5/31/1992,4-NOT SPECIFIED,Clerk#000000837,0,carefully pending theodolites use carefully about the iron,Customer#000000694,BUILDING
42178,61,F,82424.1,6/24/1993,3-MEDIUM,Clerk#000000784,0,blithely final instructions af,Customer#000000061,FURNITURE
42179,637,O,240334.35,4/16/1996,1-URGENT,Clerk#000000197,0,furiously regular deposit,Customer#000000637,HOUSEHOLD
42180,1126,O,121307.67,7/27/1997,3-MEDIUM,Clerk#000000435,0,carefully final packages detect slyly across th,Customer#000001126,AUTOMOBILE
42181,289,O,132220.11,10/18/1995,5-LOW,Clerk#000000397,0,final packages above the final deposits use carefully after the,Customer#000000289,AUTOMOBILE
42182,1151,F,12620.56,6/30/1993,1-URGENT,Clerk#000000629,0,"ironic, ironic theodo",Customer#000001151,BUILDING
42183,628,O,29819.4,2/1/1998,4-NOT SPECIFIED,Clerk#000000313,0,regular packages haggle. silent requests boost blithely. blithely pe,Customer#000000628,FURNITURE
42208,881,F,122520.18,12/21/1992,3-MEDIUM,Clerk#000000151,0,even asymptotes use across the deposits. slyly,Customer#000000881,FURNITURE
42209,580,F,234177.63,3/30/1993,2-HIGH,Clerk#000000650,0,"regular, final requests",Customer#000000580,BUILDING
42210,1255,F,44663.26,4/22/1994,3-MEDIUM,Clerk#000000593,0,furiously regular foxes boost. fluffily careful ideas are above,Customer#000001255,FURNITURE
42211,892,F,272272.67,6/22/1992,2-HIGH,Clerk#000000146,0,silent courts wake furiously furiously bold requests. blithely bold theodol,Customer#000000892,FURNITURE
42212,29,F,254173.13,4/23/1992,2-HIGH,Clerk#000000498,0,furiously even theodolites,Customer#000000029,FURNITURE
42213,1133,P,100844.12,3/22/1995,1-URGENT,Clerk#000000897,0,furiously even deposits,Customer#000001133,MACHINERY
42214,784,P,304313.61,5/25/1995,5-LOW,Clerk#000000030,0,"carefully final pinto beans cajole fluffily even, pending accounts. fluff",Customer#000000784,BUILDING
42215,935,F,65297.35,11/4/1993,3-MEDIUM,Clerk#000000073,0,special excuses use furiously of the blithely regular excuses. qu,Customer#000000935,MACHINERY
42240,1076,O,251507.89,3/16/1996,5-LOW,Clerk#000000507,0,quickly special instructions are qu,Customer#000001076,AUTOMOBILE
42241,194,F,177376.48,4/24/1992,5-LOW,Clerk#000000515,0,furiously ironic courts,Customer#000000194,HOUSEHOLD
42242,697,F,223322.68,4/2/1994,4-NOT SPECIFIED,Clerk#000000587,0,quickly express excuses affix. furiously thin requests are. ironic reque,Customer#000000697,AUTOMOBILE
42243,487,F,108072.84,3/12/1992,3-MEDIUM,Clerk#000000101,0,carefully ironic ideas cajole about,Customer#000000487,AUTOMOBILE
42244,694,O,61936.3,5/13/1998,4-NOT SPECIFIED,Clerk#000000884,0,furiously final instructions sleep bl,Customer#000000694,BUILDING
42245,646,O,258594.57,5/13/1997,5-LOW,Clerk#000000094,0,blithely special requests use. thinly regular instructions wake furiously ac,Customer#000000646,HOUSEHOLD
42246,259,F,226996.76,4/27/1992,4-NOT SPECIFIED,Clerk#000000973,0,final accounts against the,Customer#000000259,HOUSEHOLD
42247,725,O,10065.27,9/30/1996,3-MEDIUM,Clerk#000000618,0,ironic foxes nag along the carefully final dependencie,Customer#000000725,FURNITURE
42272,1160,O,111938.44,11/20/1995,3-MEDIUM,Clerk#000000685,0,carefully special ideas nag quickly ironically final,Customer#000001160,AUTOMOBILE
42273,28,O,54212.39,10/20/1996,1-URGENT,Clerk#000000930,0,"regular, even deposits integrate. final instructions sleep",Customer#000000028,FURNITURE
42274,127,O,134007.28,9/4/1995,2-HIGH,Clerk#000000293,0,fluffily ironic deposits across t,Customer#000000127,MACHINERY
42275,1111,F,24923.17,11/4/1992,3-MEDIUM,Clerk#000000884,0,"pending, pending frays wake blithely after the even",Customer#000001111,MACHINERY
42276,851,F,41982.89,7/21/1994,5-LOW,Clerk#000000101,0,furiously bold warthogs haggle quickly above the quietly spe,Customer#000000851,FURNITURE
42277,1345,O,189670.35,2/5/1997,1-URGENT,Clerk#000000989,0,slyly ironic deposits sleep slyly pending ideas: courts was. slyly bold accoun,Customer#000001345,BUILDING
42278,322,O,156740.2,6/9/1995,3-MEDIUM,Clerk#000000470,0,ironic accounts haggle caref,Customer#000000322,HOUSEHOLD
42279,701,F,170919.94,7/1/1994,4-NOT SPECIFIED,Clerk#000000914,0,requests wake quickly along the slyly f,Customer#000000701,FURNITURE
42304,361,F,203267.01,3/14/1994,4-NOT SPECIFIED,Clerk#000000037,0,fluffily express packages unwind furiously on the pendin,Customer#000000361,BUILDING
42305,925,O,38110.36,2/18/1998,2-HIGH,Clerk#000000752,0,carefully bold foxes wake fluffily. express depende,Customer#000000925,AUTOMOBILE
42306,1285,F,286380.27,9/15/1992,2-HIGH,Clerk#000000477,0,slyly bold accounts,Customer#000001285,HOUSEHOLD
42307,1426,O,249202.3,3/7/1998,4-NOT SPECIFIED,Clerk#000000118,0,blithely express deposits nag carefully furiously ironic notornis; sl,Customer#000001426,HOUSEHOLD
42308,133,F,109759.96,6/13/1994,3-MEDIUM,Clerk#000000521,0,special accounts wake slyly a,Customer#000000133,AUTOMOBILE
42309,643,F,184021.24,8/7/1994,5-LOW,Clerk#000000852,0,special packages nag,Customer#000000643,FURNITURE
42310,679,F,133933.2,7/22/1994,1-URGENT,Clerk#000000011,0,silently silent foxes,Customer#000000679,AUTOMOBILE
42311,1165,O,250551.3,7/17/1998,2-HIGH,Clerk#000000942,0,blithely brave accounts cajole furiously according to the final idea,Customer#000001165,MACHINERY
42336,1069,F,100468.97,5/4/1992,2-HIGH,Clerk#000000933,0,"final, final requests nag ir",Customer#000001069,BUILDING
42337,262,O,223396.25,1/7/1996,1-URGENT,Clerk#000000941,0,blithely express instructi,Customer#000000262,AUTOMOBILE
42338,23,F,206276.32,11/3/1994,4-NOT SPECIFIED,Clerk#000000786,0,"regular, bold platelets play carefully even deposits: fluffily specia",Customer#000000023,HOUSEHOLD
42339,1228,F,145891.05,2/13/1994,1-URGENT,Clerk#000000320,0,carefully final multipliers cajole closely. carefully unusual requests,Customer#000001228,AUTOMOBILE
42340,1426,F,24661.74,6/21/1992,2-HIGH,Clerk#000000228,0,ideas wake furiously according to the packages. carefull,Customer#000001426,HOUSEHOLD
42341,448,O,41621.21,7/9/1996,5-LOW,Clerk#000000926,0,furiously regular pinto beans cajole blithely deposits. ca,Customer#000000448,BUILDING
42342,68,F,160932.08,9/5/1994,4-NOT SPECIFIED,Clerk#000000472,0,"ironic, ironic pinto beans gr",Customer#000000068,HOUSEHOLD
42343,1126,F,93512.07,8/15/1994,1-URGENT,Clerk#000000236,0,furiously regular theodolites haggle careful,Customer#000001126,AUTOMOBILE
42368,874,O,114715.96,11/11/1995,1-URGENT,Clerk#000000832,0,furiously pending theodolites,Customer#000000874,AUTOMOBILE
42369,1403,F,183415.61,8/6/1993,1-URGENT,Clerk#000000223,0,"final requests alongside of the regular, regular esca",Customer#000001403,HOUSEHOLD
42370,889,O,67762.3,11/22/1995,2-HIGH,Clerk#000000631,0,furiously bold instructions sublate carefully caref,Customer#000000889,FURNITURE
42371,1115,O,15203.11,2/8/1996,1-URGENT,Clerk#000000778,0,final theodolites use along the slyly special pinto beans. even accou,Customer#000001115,BUILDING
42372,580,O,155856.79,4/24/1996,5-LOW,Clerk#000000477,0,final requests across the carefully eve,Customer#000000580,BUILDING
42373,790,O,223628.73,8/18/1995,4-NOT SPECIFIED,Clerk#000000967,0,carefully ironic theodolites sleep alongside of the carefully regula,Customer#000000790,BUILDING
42374,632,F,126749.68,7/18/1992,1-URGENT,Clerk#000000594,0,quickly bold theodolit,Customer#000000632,MACHINERY
42375,334,F,137732.03,10/2/1993,2-HIGH,Clerk#000000728,0,"even, pending asympto",Customer#000000334,BUILDING
42400,1172,F,169406.79,8/10/1992,5-LOW,Clerk#000000089,0,fluffily regular dinos about the furiously fina,Customer#000001172,FURNITURE
42401,1430,O,177519.69,9/16/1996,3-MEDIUM,Clerk#000000259,0,blithely regular requests after the slyly regular somas sl,Customer#000001430,BUILDING
42402,178,F,61861.2,8/13/1992,5-LOW,Clerk#000000963,0,"even, ironic packages wa",Customer#000000178,FURNITURE
42403,1226,F,227209.59,6/21/1994,4-NOT SPECIFIED,Clerk#000000176,0,regular accounts wake carefully against the f,Customer#000001226,FURNITURE
42404,1040,O,36134.47,10/2/1997,1-URGENT,Clerk#000000996,0,pinto beans haggle slyly above the regular asympto,Customer#000001040,BUILDING
42405,919,F,187594.14,1/22/1993,2-HIGH,Clerk#000000771,0,packages can affix slyly around the blit,Customer#000000919,MACHINERY
